,percent
2024-12-11,68.2092555331992
2024-12-12,68.2092555331992
2024-12-13,66.80080482897385
2024-12-16,64.38631790744466
2024-12-17,62.97786720321932
2024-12-18,56.33802816901409
2024-12-19,55.13078470824949
2024-12-20,57.54527162977867
2024-12-23,57.54527162977867
2024-12-24,59.758551307847085
2024-12-26,59.95975855130785
2024-12-27,58.752515090543255
2024-12-30,56.53923541247485
2024-12-31,56.13682092555332
2025-01-02,55.53319919517102
2025-01-03,56.941649899396374
2025-01-06,54.929577464788736
2025-01-07,54.32595573440644
2025-01-08,55.73440643863179
2025-01-10,51.30784708249497
2025-01-13,54.12474849094567
2025-01-14,57.14285714285714
2025-01-15,57.3440643863179
2025-01-16,60.36217303822937
2025-01-17,60.56338028169014
2025-01-21,62.776659959758554
2025-01-22,61.77062374245473
2025-01-23,62.37424547283702
2025-01-24,62.776659959758554
2025-01-27,65.99597585513078
2025-01-28,63.78269617706237
2025-01-29,61.3682092555332
2025-01-30,63.78269617706237
2025-01-31,62.17303822937625
2025-02-03,61.16700201207244
2025-02-04,59.55734406438632
2025-02-05,61.3682092555332
2025-02-06,60.36217303822937
2025-02-07,59.758551307847085
2025-02-10,61.16700201207244
2025-02-11,60.7645875251509
2025-02-12,58.95372233400402
2025-02-13,61.24497991967871
2025-02-14,60.8433734939759
2025-02-18,60.24096385542169
2025-02-19,62.24899598393574
2025-02-20,62.048192771084345
2025-02-21,59.43775100401606
2025-02-24,59.23694779116466
2025-02-25,59.43775100401606
2025-02-26,58.835341365461844
2025-02-27,56.024096385542165
2025-02-28,58.63453815261044
2025-03-03,56.42570281124498
2025-03-04,49.19678714859438
2025-03-05,51.40562248995983
2025-03-06,48.393574297188756
2025-03-07,51.204819277108435
2025-03-10,44.77911646586345
2025-03-11,38.95582329317269
2025-03-12,37.95180722891566
2025-03-13,33.734939759036145
2025-03-14,39.959839357429715
2025-03-17,43.373493975903614
2025-03-18,41.566265060240966
2025-03-19,43.97590361445783
2025-03-20,42.77108433734939
2025-03-21,41.76706827309237
2025-03-24,46.3855421686747
2025-03-25,46.58634538152611
2025-03-26,46.3855421686747
2025-03-27,44.57831325301205
2025-03-28,39.558232931726906
2025-03-31,42.77108433734939
2025-04-01,42.369477911646584
2025-04-02,45.58232931726908
2025-04-03,35.7429718875502
2025-04-04,20.883534136546185
2025-04-07,18.27309236947791
2025-04-08,17.269076305220885
2025-04-09,29.518072289156628
2025-04-10,25.100401606425706
2025-04-11,28.11244979919679
2025-04-14,29.71887550200803
2025-04-15,29.31726907630522
2025-04-16,27.91164658634538
2025-04-17,29.919678714859437
2025-04-21,24.096385542168676
2025-04-22,29.518072289156628
2025-04-23,29.71887550200803
2025-04-24,32.93172690763052
2025-04-25,33.13253012048193
2025-04-28,33.93574297188755
2025-04-29,35.54216867469879
2025-04-30,36.54618473895582
2025-05-01,36.34538152610442
2025-05-02,41.76706827309237
2025-05-05,41.164658634538156
2025-05-06,37.95180722891566
2025-05-07,41.566265060240966
2025-05-08,43.17269076305221
2025-05-09,43.57429718875502
2025-05-12,51.606425702811244
2025-05-13,51.00401606425703
2025-05-14,49.39759036144578
2025-05-15,53.21285140562249
2025-05-16,55.82329317269076
2025-05-19,55.62248995983936
2025-05-20,54.41767068273092
2025-05-21,48.99598393574297
2025-05-22,47.791164658634536
2025-05-23,46.1847389558233
2025-05-27,51.204819277108435
2025-05-28,47.59036144578313
2025-05-29,48.795180722891565
2025-05-30,49.39759036144578
2025-06-02,48.59437751004016
2025-06-03,49.39759036144578
2025-06-04,49.19678714859438
2025-06-05,47.389558232931726
2025-06-06,50.0
2025-06-09,50.20080321285141
2025-06-10,52.610441767068274
2025-06-11,51.00401606425703
2025-06-12,52.00803212851406
2025-06-13,48.19277108433735
2025-06-16,50.20080321285141
2025-06-17,46.58634538152611
2025-06-18,46.1847389558233
2025-06-20,46.1847389558233
2025-06-23,50.20080321285141
2025-06-24,53.21285140562249
2025-06-25,48.19277108433735
2025-06-26,51.204819277108435
2025-06-27,52.610441767068274
2025-06-30,54.21686746987952
2025-07-01,59.83935742971887
2025-07-02,60.040160642570285
2025-07-03,62.24899598393574
2025-07-07,58.63453815261044
2025-07-08,59.43775100401606
2025-07-09,60.8433734939759
2025-07-10,63.05220883534136
2025-07-11,61.044176706827315
2025-07-14,60.040160642570285
2025-07-15,56.024096385542165
2025-07-16,57.028112449799195
2025-07-17,59.63855421686747
2025-07-18,59.83935742971887
2025-07-21,58.43373493975904
2025-07-22,63.65461847389559
2025-07-23,65.06024096385542
2025-07-24,64.05622489959839
2025-07-25,65.06024096385542
2025-07-28,62.44979919678715
2025-07-29,62.44979919678715
2025-07-30,60.44176706827309
2025-07-31,58.032128514056225
2025-08-01,55.020080321285135
2025-08-04,59.036144578313255
2025-08-05,57.831325301204814
2025-08-06,55.82329317269076
2025-08-07,57.028112449799195
2025-08-08,58.032128514056225
2025-08-11,56.42570281124498
2025-08-12,59.63855421686747
2025-08-13,65.26104417670683
2025-08-14,61.84738955823293
2025-08-15,61.64658634538153
2025-08-18,61.84738955823293
2025-08-19,63.65461847389559
2025-08-20,63.85542168674698
2025-08-21,63.65461847389559
2025-08-22,69.07630522088354
2025-08-25,65.86345381526104
2025-08-26,64.85943775100401
2025-08-27,66.26506024096386
2025-08-28,65.46184738955823
2025-08-29,66.06425702811245
2025-09-02,64.05622489959839
2025-09-03,63.65461847389559
2025-09-04,64.85943775100401
2025-09-05,64.2570281124498
2025-09-08,64.45783132530121
2025-09-09,62.85140562248996
2025-09-10,61.24497991967871
2025-09-11,66.66666666666666
2025-09-12,63.85542168674698
2025-09-15,62.048192771084345
2025-09-16,62.24899598393574
2025-09-17,62.048192771084345
2025-09-18,61.84738955823293
2025-09-19,61.044176706827315
2025-09-22,61.44578313253012
2025-09-23,62.048192771084345
2025-09-24,62.048192771084345
2025-09-25,60.040160642570285
2025-09-26,62.85140562248996
2025-09-29,62.85140562248996
2025-09-30,64.2570281124498
2025-10-01,64.65863453815261
2025-10-02,63.65461847389559
2025-10-03,64.85943775100401
2025-10-06,64.65863453815261
2025-10-07,64.2570281124498
2025-10-08,63.05220883534136
2025-10-09,61.64658634538153
2025-10-10,54.41767068273092
2025-10-13,57.63052208835341
2025-10-14,61.24497991967871
2025-10-15,60.8433734939759
2025-10-16,56.62650602409639
2025-10-17,58.032128514056225
2025-10-20,62.44979919678715
2025-10-21,64.45783132530121
2025-10-22,63.25301204819277
2025-10-23,64.45783132530121
2025-10-24,62.85140562248996
2025-10-27,63.326653306613224
2025-10-28,60.120240480961925
2025-10-29,54.30861723446894
2025-10-30,53.50701402805611
2025-10-31,53.90781563126252
2025-11-03,53.50701402805611
2025-11-04,52.90581162324649
2025-11-05,54.10821643286573
2025-11-06,51.903807615230455
2025-11-07,54.30861723446894
2025-11-10,55.51102204408818
2025-11-11,57.51503006012024
2025-11-12,57.831325301204814
2025-11-13,56.71342685370742
2025-11-14,55.91182364729459
2025-11-17,51.503006012024045
2025-11-18,52.104208416833664
2025-11-19,50.901803607214426
2025-11-20,47.49498997995992
2025-11-21,53.3066132264529
2025-11-24,53.106212424849694
2025-11-25,57.11422845691383
2025-11-26,58.116232464929865
2025-11-28,60.320641282565134
2025-12-01,57.91583166332666
2025-12-02,57.11422845691383
2025-12-03,59.118236472945895
2025-12-04,59.519038076152306
2025-12-05,60.72144288577155
2025-12-08,56.71342685370742
2025-12-09,56.71342685370742
2025-12-10,59.519038076152306
2025-12-11,62.725450901803605
2025-12-12,62.725450901803605
2025-12-15,62.32464929859719
2025-12-16,60.120240480961925
2025-12-17,60.320641282565134
2025-12-18,59.919839679358724
2025-12-19,58.717434869739485
2025-12-22,60.72144288577155
2025-12-23,60.72144288577155
2025-12-24,61.32264529058116
2025-12-26,60.52104208416834
2025-12-29,61.72344689378757
2025-12-30,61.32264529058116
2025-12-31,58.91783567134269
2026-01-02,58.91783567134269
2026-01-05,60.120240480961925
2026-01-06,63.126252505010015
2026-01-07,59.118236472945895
2026-01-08,62.925851703406806
2026-01-09,64.12825651302605
2026-01-12,64.72945891783567
2026-01-13,64.52905811623246
2026-01-14,66.93386773547094
2026-01-15,67.73547094188376
2026-01-16,67.33466933867736
2026-01-20,63.52705410821643
2026-01-21,66.93386773547094
2026-01-22,66.93386773547094
2026-01-23,65.93186372745491
2026-01-26,66.53306613226452
2026-01-27,66.33266533066133
2026-01-28,65.33066132264528
2026-01-29,64.32865731462925
2026-01-30,64.32865731462925
2026-02-02,63.326653306613224
2026-02-03,62.925851703406806
2026-02-04,66.93386773547094
2026-02-05,65.53106212424849
2026-02-06,67.13426853707415
2026-02-09,66.93386773547094
2026-02-10,67.13426853707415
2026-02-11,66.93386773547094
2026-02-12,64.52905811623246
2026-02-13,64.72945891783567
2026-02-17,63.52705410821643
2026-02-18,65.7314629258517
2026-02-19,63.92785571142284
2026-02-20,65.53106212424849
2026-02-23,63.126252505010015
2026-02-24,63.326653306613224
2026-02-25,63.126252505010015
2026-02-26,65.53106212424849
2026-02-27,65.53106212424849
2026-03-02,64.72945891783567
2026-03-03,61.32264529058116
2026-03-04,60.92184368737475
2026-03-05,58.116232464929865
2026-03-06,55.11022044088176
2026-03-09,55.31062124248497
2026-03-10,53.50701402805611
